Id,SalePrice
1461,126133.444
1462,153969.55
1463,179745.568
1464,186857.025
1465,237571.578
1466,171932.912
1467,172066.249
1468,164995.392
1469,189787.885
1470,120147.385
1471,171667.659
1472,114545.638
1473,121826.234
1474,146766.475
1475,109772.818
1476,346185.2
1477,283204.388
1478,337785.215
1479,334226.8
1480,441179.11
1481,330467.547
1482,252332.432
1483,190949.008
1484,178409.613
1485,156080.751
1486,188252.691
1487,317730.496
1488,285597.272
1489,211704.921
1490,223697.492
1491,190423.727
1492,123857.448
1493,151120.224
1494,300866.699
1495,290676.931
1496,224374.796
1497,210051.427
1498,182474.323
1499,179145.94
1500,186942.532
1501,228564.255
1502,172097.674
1503,273913.812
1504,252707.726
1505,227310.849
1506,218981.753
1507,239004.24
1508,203107.14
1509,164026.685
1510,149297.745
1511,142963.921
1512,182330.939
1513,137420.775
1514,158733.387
1515,190936.459
1516,144806.537
1517,152895.676
1518,173395.281
1519,201567.929
1520,133342.058
1521,136474.082
1522,166963.186
1523,122021.231
1524,114020.435
1525,114884.81
1526,97911.712
1527,124202.657
1528,129830.751
1529,138149.675
1530,156014.597
1531,131162.986
1532,99446.569
1533,160845.761
1534,128753.507
1535,160889.945
1536,128641.621
1537,88359.908
1538,155303.501
1539,203961.221
1540,113678.136
1541,137041.991
1542,152272.076
1543,167686.937
1544,87646.694
1545,86124.456
1546,117206.985
1547,131510.88
1548,123377.977
1549,119002.439
1550,139783.785
1551,122324.393
1552,157769.969
1553,139818.265
1554,121280.572
1555,188576.989
1556,108137.13
1557,112551.097
1558,80416.785
1559,94675.996
1560,141364.161
1561,158842.554
1562,134647.992
1563,109072.923
1564,159553.593
1565,132853.819
1566,201342.971
1567,84405.353
1568,216676.235
1569,154243.769
1570,129189.923
1571,116569.518
1572,143002.689
1573,189891.61
1574,147354.567
1575,203609.358
1576,216328.52
1577,193872.481
1578,162162.531
1579,155764.702
1580,181401.2
1581,155699.138
1582,143017.362
1583,297119.369
1584,214569.7
1585,159319.958
1586,52409.428
1587,76289.58
1588,136165.083
1589,85381.88
1590,127683.746
1591,103256.689
1592,133099.774
1593,108439.661
1594,123430.276
1595,125334.633
1596,222698.363
1597,215425.121
1598,172819.418
1599,177224.888
1600,188475.66
1601,74913.113
1602,124109.086
1603,105692.817
1604,254453.199
1605,220819.634
1606,156674.469
1607,215456.971
1608,221647.807
1609,205533.929
1610,169707.809
1611,143386.452
1612,181862.709
1613,168238.178
1614,115405.188
1615,95651.557
1616,95651.557
1617,106914.159
1618,121176.311
1619,126820.428
1620,198470.637
1621,132369.002
1622,132276.5
1623,229525.67
1624,182155.11
1625,116025.48
1626,176176.626
1627,179143.52
1628,260207.574
1629,156730.9
1630,324913.72
1631,243571.688
1632,268286.787
1633,146996.309
1634,179832.654
1635,171912.447
1636,179112.665
1637,201392.748
1638,187215.217
1639,200434.329
1640,235122.855
1641,195089.957
1642,282283.01
1643,257159.66
1644,250938.141
1645,204660.966
1646,169331.429
1647,168063.642
1648,141018.026
1649,131224.971
1650,103576.365
1651,129980.194
1652,115297.129
1653,113593.608
1654,140827.748
1655,131546.531
1656,139535.497
1657,141328.742
1658,139785.994
1659,111666.048
1660,147043.168
1661,386097.698
1662,350534.944
1663,364344.923
1664,407270.194
1665,336225.331
1666,301984.688
1667,341185.802
1668,339564.183
1669,308870.429
1670,340459.451
1671,260208.216
1672,403398.526
1673,289496.991
1674,290718.277
1675,221171.957
1676,219395.045
1677,219713.688
1678,414926.454
1679,369545.987
1680,340831.48
1681,309770.403
1682,288478.074
1683,221685.779
1684,172234.993
1685,174479.774
1686,182858.838
1687,156581.745
1688,191745.873
1689,183272.896
1690,175383.915
1691,166428.451
1692,239110.825
1693,156331.248
1694,167816.423
1695,149453.959
1696,236183.895
1697,149579.742
1698,315266.059
1699,326566.99
1700,242038.372
1701,285615.733
1702,297828.931
1703,285667.579
1704,293810.066
1705,258008.617
1706,386694.077
1707,222579.413
1708,223382.5
1709,282209.091
1710,265459.73
1711,260402.845
1712,292926.08
1713,284288.027
1714,232351.932
1715,209487.007
1716,189217.051
1717,179710.066
1718,162276.472
1719,192717.524
1720,260692.783
1721,180889.433
1722,158965.208
1723,180638.936
1724,219329.933
1725,212548.345
1726,187792.532
1727,192508.931
1728,177569.546
1729,162456.541
1730,155230.356
1731,121065.494
1732,124577.797
1733,113590.421
1734,120763.401
1735,128434.156
1736,112168.582
1737,297405.273
1738,222643.104
1739,275393.651
1740,253707.972
1741,216336.112
1742,209548.448
1743,198279.819
1744,330253.955
1745,238857.229
1746,227655.573
1747,203188.798
1748,234797.125
1749,179822.76
1750,151113.327
1751,220389.9
1752,110277.019
1753,168073.627
1754,189889.028
1755,188714.086
1756,113941.972
1757,108122.531
1758,155063.529
1759,149427.842
1760,176748.3
1761,136470.439
1762,162191.829
1763,161283.002
1764,115172.935
1765,181055.287
1766,161392.197
1767,196164.173
1768,133446.74
1769,152189.064
1770,134792.219
1771,115271.119
1772,155665.996
1773,132130.264
1774,209909.35
1775,123742.746
1776,113154.991
1777,97966.178
1778,137260.63
1779,102893.029
1780,140719.211
1781,128821.138
1782,104636.026
1783,154669.495
1784,107442.091
1785,166126.343
1786,146369.305
1787,159911.617
1788,60993.171
1789,103399.927
1790,104308.206
1791,225146.385
1792,158861.863
1793,120294.253
1794,141148.144
1795,130023.065
1796,97147.802
1797,103844.329
1798,120665.554
1799,93876.556
1800,106730.295
1801,141510.468
1802,117113.893
1803,160770.82
1804,139990.099
1805,121090.223
1806,141113.723
1807,136733.002
1808,126449.564
1809,116335.198
1810,128896.394
1811,101400.31
1812,99406.026
1813,124725.102
1814,104889.73
1815,49436.042
1816,93337.934
1817,146624.515
1818,199427.123
1819,172728.56
1820,83441.77
1821,112904.494
1822,159462.219
1823,36640.721
1824,123267.511
1825,123328.59
1826,115121.346
1827,107642.398
1828,134013.802
1829,154483.434
1830,156891.626
1831,137292.488
1832,107088.523
1833,140862.098
1834,136396.255
1835,141469.196
1836,151698.962
1837,76153.656
1838,123660.757
1839,97872.749
1840,129083.536
1841,132448.534
1842,87176.926
1843,125564.506
1844,111987.55
1845,124239.145
1846,137075.684
1847,187652.979
1848,30103.436
1849,91488.38
1850,124303.64
1851,136051.047
1852,121695.478
1853,139153.185
1854,168840.919
1855,154889.213
1856,201726.722
1857,155881.496
1858,171812.474
1859,133695.31
1860,188005.443
1861,132867.494
1862,246505.219
1863,246505.219
1864,246505.219
1865,318983.388
1866,319097.783
1867,252730.023
1868,276774.151
1869,197570.467
1870,237263.567
1871,254495.653
1872,172184.466
1873,212839.881
1874,155702.345
1875,196025.593
1876,189332.029
1877,206298.421
1878,214906.629
1879,144064.853
1880,147568.906
1881,240606.138
1882,256705.386
1883,191840.25
1884,203141.549
1885,245536.255
1886,268898.798
1887,205725.918
1888,263492.046
1889,167844.347
1890,126827.557
1891,126345.634
1892,109477.139
1893,119083.672
1894,159998.467
1895,142684.966
1896,114823.522
1897,102921.825
1898,104701.59
1899,167746.5
1900,140514.601
1901,151198.307
1902,163478.371
1903,196607.117
1904,152982.297
1905,194958.835
1906,151966.338
1907,209834.161
1908,112028.36
1909,132499.049
1910,121510.616
1911,184809.557
1912,283129.451
1913,153680.698
1914,65390.314
1915,292359.543
1916,46283.476
1917,225145.785
1918,118012.281
1919,140814.849
1920,166972.062
1921,383747.91
1922,334096.735
1923,221376.386
1924,228591.615
1925,204104.402
1926,357064.906
1927,137484.033
1928,163527.612
1929,107315.168
1930,112424.024
1931,130674.673
1932,128241.752
1933,164024.757
1934,178779.07
1935,165647.092
1936,178854.326
1937,175945.14
1938,191628.45
1939,260179.155
1940,238072.572
1941,179719.77
1942,189326.424
1943,239955.041
1944,332287.869
1945,340261.792
1946,180321.31
1947,320147.543
1948,194933.862
1949,282408.024
1950,184651.095
1951,255711.927
1952,229743.172
1953,195368.833
1954,185272.682
1955,153152.193
1956,274067.177
1957,190430.724
1958,281643.248
1959,154725.379
1960,117691.198
1961,121463.296
1962,111223.146
1963,116162.825
1964,128267.313
1965,140037.56
1966,132222.766
1967,288577.759
1968,412726.03
1969,352822.403
1970,360605.705
1971,410964.253
1972,354324.297
1973,268606.147
1974,327590.856
1975,526082.161
1976,287867.864
1977,341713.606
1978,329598.695
1979,352979.252
1980,219236.654
1981,357718.78
1982,253400.555
1983,253997.035
1984,204532.533
1985,211619.648
1986,212949.333
1987,183089.949
1988,176863.237
1989,186508.904
1990,203906.204
1991,219964.185
1992,210303.229
1993,169852.599
1994,207839.716
1995,176470.863
1996,308728.233
1997,336972.3
1998,324326.514
1999,233520.538
2000,306454.831
2001,253412.987
2002,240834.207
2003,283621.407
2004,275520.768
2005,254397.779
2006,251750.92
2007,284930.627
2008,209915.569
2009,190760.868
2010,190194.729
2011,168065.139
2012,181753.808
2013,182929.024
2014,190843.551
2015,189280.944
2016,192442.298
2017,188231.169
2018,121265.464
2019,132593.689
2020,98144.989
2021,90784.983
2022,208229.906
2023,152869.777
2024,253162.64
2025,361298.833
2026,205798.394
2027,179646.934
2028,175593.139
2029,193648.951
2030,312185.192
2031,249390.713
2032,292602.861
2033,306578.62
2034,194544.457
2035,220316.553
2036,252218.915
2037,252961.36
2038,321564.591
2039,234308.703
2040,330952.525
2041,302421.631
2042,206772.458
2043,185437.017
2044,208591.136
2045,209775.836
2046,198131.621
2047,134333.141
2048,134081.646
2049,184981.498
2050,170472.903
2051,79212.397
2052,115682.889
2053,144085.266
2054,85385.527
2055,168039.634
2056,133283.892
2057,122589.102
2058,196399.825
2059,135014.69
2060,168719.776
2061,165249.979
2062,129043.699
2063,108853.034
2064,143390.974
2065,103644.022
2066,167224.05
2067,105676.345
2068,186740.322
2069,62442.431
2070,112063.779
2071,105446.738
2072,173096.395
2073,121614.877
2074,163373.026
2075,144951.306
2076,99970.491
2077,145968.733
2078,121052.595
2079,129748.939
2080,113291.535
2081,119763.551
2082,135899.109
2083,140479.404
2084,105765.935
2085,126759.152
2086,73658.192
2087,137468.166
2088,117523.48
2089,89712.747
2090,145036.727
2091,128102.001
2092,137734.332
2093,170939.812
2094,125193.872
2095,147960.891
2096,74521.019
2097,115389.07
2098,152626.763
2099,39487.55
2100,89704.166
2101,136110.643
2102,122142.738
2103,105660.676
2104,171838.565
2105,130738.087
2106,88639.705
2107,197938.5
2108,122294.884
2109,128951.339
2110,129549.04
2111,117636.255
2112,142467.203
2113,131364.864
2114,118944.429
2115,156117.603
2116,128124.592
2117,154691.029
2118,116842.535
2119,110972.567
2120,121654.714
2121,56372.538
2122,111386.475
2123,53366.234
2124,147818.565
2125,164140.931
2126,171351.598
2127,172708.356
2128,128582.471
2129,103860.875
2130,110907.34
2131,132739.429
2132,133903.127
2133,130336.021
2134,119363.611
2135,106981.932
2136,85809.419
2137,96503.733
2138,117280.428
2139,135066.263
2140,136984.335
2141,112519.287
2142,134815.804
2143,139319.421
2144,136371.467
2145,134300.917
2146,136256.445
2147,163131.901
2148,129766.805
2149,143343.396
2150,193811.955
2151,100925.891
2152,160357.82
2153,164670.918
2154,86352.388
2155,130378.038
2156,250060.227
2157,221917.911
2158,203256.571
2159,193071.213
2160,168997.916
2161,266940.079
2162,368172.355
2163,324432.532
2164,254328.431
2165,180659.33
2166,159264.106
2167,206060.571
2168,199171.094
2169,189562.061
2170,201698.786
2171,162806.898
2172,150645.91
2173,164788.571
2174,231459.542
2175,262585.646
2176,275404.487
2177,227598.68
2178,231642.504
2179,161115.289
2180,213959.449
2181,203301.801
2182,230784.276
2183,201132.228
2184,108243.306
2185,117634.401
2186,141401.037
2187,137415.43
2188,137181.11
2189,254961.846
2190,59668.72
2191,61398.512
2192,75321.968
2193,152133.145
2194,73513.028
2195,113723.954
2196,85821.294
2197,144057.33
2198,146226.715
2199,138552.09
2200,141506.826
2201,153193.099
2202,199427.253
2203,166228.422
2204,180976.082
2205,147301.538
2206,137355.383
2207,210101.341
2208,206038.905
2209,216422.036
2210,112655.137
2211,117088.827
2212,120673.179
2213,104011.387
2214,120845.774
2215,108209.688
2216,166611.547
2217,44089.996
2218,79751.311
2219,87798.429
2220,82872.637
2221,294585.932
2222,259601.546
2223,244457.431
2224,182692.663
2225,107286.5
2226,182802.352
2227,223031.931
2228,278761.575
2229,251086.515
2230,168929.451
2231,212064.497
2232,214670.929
2233,212166.043
2234,257244.227
2235,234685.937
2236,281941.475
2237,327680.418
2238,178141.019
2239,108830.388
2240,151386.194
2241,158228.657
2242,132812.984
2243,124860.577
2244,111680.087
2245,101005.494
2246,137198.202
2247,105420.94
2248,109117.036
2249,124792.863
2250,122198.681
2251,125693.301
2252,183211.701
2253,147096.294
2254,159565.899
2255,165455.888
2256,173868.034
2257,207336.584
2258,178844.099
2259,175657.015
2260,171241.861
2261,220270.264
2262,239741.103
2263,335574.254
2264,377719.94
2265,180721.321
2266,312347.115
2267,349484.043
2268,342525.836
2269,159942.816
2270,185650.729
2271,217963.351
2272,205812.917
2273,179842.93
2274,190212.056
2275,207203.664
2276,190533.258
2277,189912.611
2278,140215.642
2279,173081.949
2280,111457.455
2281,170361.44
2282,172582.561
2283,123208.351
2284,171186.152
2285,128396.54
2286,123216.252
2287,339871.292
2288,295413.156
2289,344027.703
2290,390888.196
2291,333963.356
2292,362176.419
